,load,avg_latency,p99,stddev_latency,allocs,event_start_time,event_end_time
1711299954.985577,89270.0,2.799,61.38,21.553,"{'root--consul': 50.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 37.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 5.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 7.0, 'root--reservation': 5.0, 'root--search': 5.0, 'root--user': 4.0}",1711299954.985577,1711299985.5408082
1711299985.542224,89314.0,1.923,8.77,13.395,"{'root--consul': 50.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 37.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 5.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 7.0, 'root--reservation': 5.0, 'root--search': 5.0, 'root--user': 4.0}",1711299985.542224,1711300015.6059623
1711300015.606921,74816.0,1132.268,11470.0,2692.934,"{'root--consul': 6.852459016393443, 'root--frontend': 4.0, 'root--geo': 5.60655737704918, 'root--jaeger': 4.0, 'root--memcached-profile': 8.327868852459016, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 11.295081967213115, 'root--mongodb-geo': 17.016393442622952, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.1311475409836067, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 3.1311475409836067, 'root--mongodb-user': 4.0, 'root--profile': 8.360655737704919, 'root--rate': 13.78688524590164, 'root--recommendation': 4.491803278688525, 'root--reservation': 7.737704918032787, 'root--search': 9.459016393442623, 'root--user': 4.0}",1711300015.606921,1711300046.1822355
1711300046.183798,60849.0,4011.882,17960.0,6029.884,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 6.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 14.0, 'root--mongodb-geo': 19.39344262295082, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 3.0, 'root--mongodb-user': 4.0, 'root--profile': 13.0, 'root--rate': 23.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 15.0, 'root--user': 4.0}",1711300046.183798,1711300076.7450695
1711300076.7464378,70513.0,2783.359,15100.0,4409.819,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 6.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 14.0, 'root--mongodb-geo': 19.016393442622952, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 3.0, 'root--mongodb-user': 4.0, 'root--profile': 13.0, 'root--rate': 23.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 15.0, 'root--user': 4.0}",1711300076.7464378,1711300107.312401
1711300107.3137946,81924.0,1359.509,9340.0,2439.386,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 6.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 14.0, 'root--mongodb-geo': 19.24590163934426, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 3.0, 'root--mongodb-user': 4.0, 'root--profile': 13.0, 'root--rate': 23.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 15.0, 'root--user': 4.0}",1711300107.3137946,1711300137.8739655
1711300168.4653254,89294.0,10.089,74.82,17.124,"{'root--consul': 3.0, 'root--frontend': 3.1311475409836067, 'root--geo': 3.3934426229508197, 'root--jaeger': 4.0, 'root--memcached-profile': 3.1311475409836067, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 5.311475409836065, 'root--mongodb-geo': 20.65573770491803, 'root--mongodb-profile': 6.983606557377049, 'root--mongodb-rate': 4.409836065573771, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 3.7049180327868854, 'root--mongodb-user': 3.262295081967213, 'root--profile': 17.688524590163933, 'root--rate': 8.98360655737705, 'root--recommendation': 4.0, 'root--reservation': 5.573770491803279, 'root--search': 10.770491803278688, 'root--user': 3.2950819672131146}",1711300168.4653254,1711300199.0241034
1711300199.0256212,89317.0,1.45,6.02,1.312,"{'root--consul': 3.0, 'root--frontend': 3.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 20.0327868852459, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 5.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 3.0, 'root--profile': 23.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 9.0, 'root--user': 3.0}",1711300199.0256212,1711300229.5752254
1711300229.5762885,89262.0,8.519,62.4,15.21,"{'root--consul': 3.0, 'root--frontend': 3.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 5.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 3.0, 'root--profile': 23.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 9.0, 'root--user': 3.0}",1711300229.5762885,1711300259.635838
1711300259.6369114,89228.0,35.636,226.43,51.442,"{'root--consul': 3.0, 'root--frontend': 3.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.65, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 5.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 3.0, 'root--profile': 23.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 9.0, 'root--user': 3.0}",1711300259.6369114,1711300289.6993213
1711300289.700546,89313.0,2.287,28.43,4.829,"{'root--consul': 3.0, 'root--frontend': 3.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 5.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 3.0, 'root--profile': 23.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 9.0, 'root--user': 3.0}",1711300289.700546,1711300320.2518234
1711300320.253142,87702.0,53.959,733.18,152.899,"{'root--consul': 3.0, 'root--frontend': 3.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 17.25, 'root--mongodb-profile': 8.416666666666666, 'root--mongodb-rate': 4.883333333333334, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 3.0, 'root--profile': 21.416666666666668, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 8.75, 'root--user': 3.0}",1711300320.253142,1711300350.3185956
1711300350.339943,89185.0,38.676,310.78,78.572,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 12.833333333333334, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 8.283333333333333, 'root--mongodb-user': 3.816666666666667, 'root--profile': 4.0, 'root--rate': 7.016666666666667, 'root--recommendation': 4.0, 'root--reservation': 48.28333333333333, 'root--search': 4.0, 'root--user': 3.683333333333333}",1711300350.339943,1711300380.4111996
1711300380.4122357,89185.0,19.285,158.72,34.694,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 14.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 8.0, 'root--recommendation': 4.0, 'root--reservation': 70.0, 'root--search': 4.0, 'root--user': 4.0}",1711300380.4122357,1711300410.9665945
1711300410.9680037,89180.0,32.025,239.87,53.001,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 14.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 8.0, 'root--recommendation': 4.0, 'root--reservation': 70.0, 'root--search': 4.0, 'root--user': 4.0}",1711300410.9680037,1711300441.0307271
1711300441.0317056,86958.0,500.059,2430.0,655.785,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 4.0, 'root--memcached-profile': 14.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 4.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 8.0, 'root--recommendation': 4.0, 'root--reservation': 70.0, 'root--search': 4.0, 'root--user': 4.0}",1711300441.0317056,1711300471.1001616
1711300471.1015637,87342.0,593.837,2240.0,696.148,"{'root--consul': 4.032786885245901, 'root--frontend': 4.049180327868853, 'root--geo': 3.0163934426229506, 'root--jaeger': 4.180327868852459, 'root--memcached-profile': 13.704918032786885, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 3.7540983606557377, 'root--mongodb-geo': 4.344262295081967, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.901639344262295, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 8.60655737704918, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 7.80327868852459, 'root--recommendation': 4.0, 'root--reservation': 66.75409836065573, 'root--search': 4.0, 'root--user': 4.016393442622951}",1711300471.1015637,1711300501.6645637
1711300501.6661255,89251.0,40.756,261.25,60.354,"{'root--consul': 7.934426229508197, 'root--frontend': 6.852459016393443, 'root--geo': 4.0, 'root--jaeger': 15.311475409836065, 'root--memcached-profile': 13.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 3.0, 'root--mongodb-geo': 20.868852459016395, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 5.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 4.0, 'root--user': 5.0}",1711300501.6661255,1711300532.227717
1711300532.2290366,89312.0,1.202,5.71,6.319,"{'root--consul': 8.0, 'root--frontend': 7.0, 'root--geo': 4.0, 'root--jaeger': 16.0, 'root--memcached-profile': 13.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 3.0, 'root--mongodb-geo': 19.81967213114754, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 5.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 4.0, 'root--user': 5.0}",1711300532.2290366,1711300562.7912133
1711300562.8078966,89323.0,1.761,6.74,12.499,"{'root--consul': 8.0, 'root--frontend': 7.0, 'root--geo': 4.0, 'root--jaeger': 16.0, 'root--memcached-profile': 13.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 3.0, 'root--mongodb-geo': 19.25, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 5.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 4.0, 'root--user': 5.0}",1711300562.8078966,1711300592.883706
1711300592.9123642,89223.0,7.186,71.1,19.86,"{'root--consul': 8.0, 'root--frontend': 7.0, 'root--geo': 4.0, 'root--jaeger': 16.0, 'root--memcached-profile': 13.0, 'root--memcached-rate': 4.0, 'root--memcached-reserve': 3.0, 'root--mongodb-geo': 19.770491803278688, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 4.0, 'root--mongodb-reservation': 5.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 4.0, 'root--user': 5.0}",1711300592.9123642,1711300623.4789007
1711300653.5342247,89229.0,33.889,243.84,50.651,"{'root--consul': 3.3278688524590163, 'root--frontend': 4.19672131147541, 'root--geo': 4.0, 'root--jaeger': 4.786885245901639, 'root--memcached-profile': 4.590163934426229, 'root--memcached-rate': 4.737704918032787, 'root--memcached-reserve': 7.901639344262295, 'root--mongodb-geo': 19.557377049180328, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 11.098360655737705, 'root--mongodb-reservation': 9.868852459016393, 'root--mongodb-user': 3.098360655737705, 'root--profile': 3.098360655737705, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 5.836065573770492, 'root--search': 4.0, 'root--user': 4.147540983606557}",1711300653.5342247,1711300684.0843518
1711300684.085823,89275.0,43.93,315.65,68.732,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 5.0, 'root--memcached-reserve': 10.0, 'root--mongodb-geo': 19.540983606557376, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 14.0, 'root--mongodb-reservation': 12.0, 'root--mongodb-user': 3.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 7.0, 'root--search': 4.0, 'root--user': 4.0}",1711300684.085823,1711300714.654353
1711300714.6556349,89243.0,53.535,388.35,83.771,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 5.0, 'root--memcached-reserve': 10.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 14.0, 'root--mongodb-reservation': 12.0, 'root--mongodb-user': 3.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 7.0, 'root--search': 4.0, 'root--user': 4.0}",1711300714.6556349,1711300744.7313821
1711300744.732734,89252.0,13.282,115.01,26.346,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 5.0, 'root--memcached-reserve': 10.0, 'root--mongodb-geo': 19.066666666666666, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 14.0, 'root--mongodb-reservation': 12.0, 'root--mongodb-user': 3.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 7.0, 'root--search': 4.0, 'root--user': 4.0}",1711300744.732734,1711300774.796581
1711300774.7979953,85741.0,820.062,3500.0,984.676,"{'root--consul': 3.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 5.0, 'root--memcached-reserve': 10.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 3.0, 'root--mongodb-recommendation': 14.0, 'root--mongodb-reservation': 12.0, 'root--mongodb-user': 3.0, 'root--profile': 3.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 7.0, 'root--search': 4.0, 'root--user': 4.0}",1711300774.7979953,1711300805.3570037
1711300805.358704,89289.0,2.186,27.14,4.671,"{'root--consul': 3.6, 'root--frontend': 4.0, 'root--geo': 3.4833333333333334, 'root--jaeger': 5.833333333333333, 'root--memcached-profile': 4.0, 'root--memcached-rate': 4.066666666666666, 'root--memcached-reserve': 7.2, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.2, 'root--mongodb-recommendation': 13.133333333333333, 'root--mongodb-reservation': 8.533333333333333, 'root--mongodb-user': 4.133333333333334, 'root--profile': 3.283333333333333, 'root--rate': 4.0, 'root--recommendation': 4.95, 'root--reservation': 5.7, 'root--search': 5.016666666666667, 'root--user': 4.0}",1711300805.358704,1711300835.4209793
1711300835.4220324,89230.0,12.174,109.89,23.63,"{'root--consul': 5.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 10.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 3.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.639344262295083, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 7.0, 'root--mongodb-recommendation': 12.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 7.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 8.0, 'root--reservation': 4.0, 'root--search': 8.0, 'root--user': 4.0}",1711300835.4220324,1711300865.9686203
1711300865.9700933,89149.0,53.879,527.87,99.53,"{'root--consul': 5.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 10.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 3.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.18032786885246, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 7.0, 'root--mongodb-recommendation': 12.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 7.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 8.0, 'root--reservation': 4.0, 'root--search': 8.0, 'root--user': 4.0}",1711300865.9700933,1711300896.5290525
1711300896.5301223,89181.0,40.882,385.79,75.799,"{'root--consul': 5.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 10.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 3.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 7.0, 'root--mongodb-recommendation': 12.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 7.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 8.0, 'root--reservation': 4.0, 'root--search': 8.0, 'root--user': 4.0}",1711300896.5301223,1711300926.620101
1711300926.6211462,88732.0,439.086,2110.0,543.439,"{'root--consul': 5.0, 'root--frontend': 4.0, 'root--geo': 3.0, 'root--jaeger': 10.0, 'root--memcached-profile': 4.0, 'root--memcached-rate': 3.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 7.0, 'root--mongodb-recommendation': 12.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 7.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 8.0, 'root--reservation': 4.0, 'root--search': 8.0, 'root--user': 4.0}",1711300926.6211462,1711300957.1886463
1711300957.1900802,89314.0,7.635,66.3,15.556,"{'root--consul': 4.688524590163935, 'root--frontend': 4.0, 'root--geo': 3.081967213114754, 'root--jaeger': 8.327868852459016, 'root--memcached-profile': 5.114754098360656, 'root--memcached-rate': 3.262295081967213, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.18032786885246, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 6.311475409836065, 'root--mongodb-recommendation': 10.62295081967213, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 6.311475409836065, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 7.081967213114754, 'root--reservation': 4.0, 'root--search': 7.540983606557377, 'root--user': 4.0}",1711300957.1900802,1711300987.7438068
1711300987.7451608,89316.0,1.066,2.76,10.444,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 17.0, 'root--memcached-rate': 6.983606557377049, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.131147540983605, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 6.0, 'root--user': 4.0}",1711300987.7451608,1711301018.312965
1711301018.3143215,89318.0,0.754,2.48,2.565,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 17.0, 'root--memcached-rate': 7.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.147540983606557, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 6.0, 'root--user': 4.0}",1711301018.3143215,1711301048.8746765
1711301048.8765092,89215.0,0.807,2.75,0.56,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 17.0, 'root--memcached-rate': 7.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0327868852459, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 6.0, 'root--user': 4.0}",1711301048.8765092,1711301079.4370134
1711301079.438314,89314.0,0.741,2.38,1.949,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 4.0, 'root--jaeger': 4.0, 'root--memcached-profile': 17.0, 'root--memcached-rate': 7.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 19.0327868852459, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 6.0, 'root--user': 4.0}",1711301079.438314,1711301109.9853628
1711301109.9867504,89313.0,0.75,2.74,0.678,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 4.033333333333333, 'root--jaeger': 4.0, 'root--memcached-profile': 16.3, 'root--memcached-rate': 7.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 18.8, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 4.0, 'root--search': 5.9, 'root--user': 4.0}",1711301109.9867504,1711301140.0451665
1711301140.0461686,89323.0,0.6,1.36,0.333,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 45.733333333333334, 'root--jaeger': 9.4, 'root--memcached-profile': 3.0, 'root--memcached-rate': 12.883333333333333, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 15.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 8.55, 'root--search': 4.0, 'root--user': 4.0}",1711301140.0461686,1711301170.14495
1711301170.1459825,89324.0,0.664,1.42,2.484,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 54.0, 'root--jaeger': 10.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 14.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 15.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 4.0, 'root--user': 4.0}",1711301170.1459825,1711301200.7061265
1711301200.70744,89318.0,0.619,1.4,0.364,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 54.0, 'root--jaeger': 10.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 14.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 15.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 4.0, 'root--user': 4.0}",1711301200.70744,1711301231.2700443
1711301231.2713532,89314.0,0.605,1.39,0.421,"{'root--consul': 4.0, 'root--frontend': 4.0, 'root--geo': 54.0, 'root--jaeger': 10.0, 'root--memcached-profile': 3.0, 'root--memcached-rate': 14.0, 'root--memcached-reserve': 4.0, 'root--mongodb-geo': 15.0, 'root--mongodb-profile': 4.0, 'root--mongodb-rate': 4.0, 'root--mongodb-recommendation': 6.0, 'root--mongodb-reservation': 4.0, 'root--mongodb-user': 4.0, 'root--profile': 4.0, 'root--rate': 4.0, 'root--recommendation': 4.0, 'root--reservation': 10.0, 'root--search': 4.0, 'root--user': 4.0}",1711301231.2713532,1711301261.3338869
