,load,avg_latency,p99,stddev_latency,allocs,event_start_time,event_end_time
1711162978.0336175,40321.0,10839.384,16650.0,3211.269,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 9.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711162978.0336175,1711163008.1201065
1711163008.1210895,59000.0,7879.071,10720.0,1391.921,"{'root--consul': 8.6, 'root--frontend': 8.633333333333333, 'root--geo': 8.3, 'root--jaeger': 8.3, 'root--memcached-profile': 8.3, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 8.633333333333333, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.3, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.566666666666666, 'root--user': 8.0}",1711163008.1210895,1711163038.1790857
1711163038.1805217,69068.0,4483.616,7500.0,1410.67,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 8.0}",1711163038.1805217,1711163068.7491853
1711163068.7505498,69080.0,4512.653,7400.0,1409.758,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 8.0}",1711163068.7505498,1711163099.307824
1711163099.309266,69308.0,4370.952,7490.0,1410.14,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 8.0}",1711163099.309266,1711163129.3704367
1711163129.3718488,69202.0,4435.584,7790.0,1430.072,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 8.0}",1711163129.3718488,1711163159.934998
1711163159.9365306,55130.0,5240.59,13590.0,2922.906,"{'root--consul': 9.0, 'root--frontend': 8.557377049180328, 'root--geo': 8.0, 'root--jaeger': 8.327868852459016, 'root--memcached-profile': 8.327868852459016, 'root--memcached-rate': 8.557377049180328, 'root--memcached-reserve': 8.557377049180328, 'root--mongodb-geo': 8.360655737704919, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.360655737704919, 'root--mongodb-recommendation': 8.360655737704919, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.557377049180328, 'root--profile': 8.327868852459016, 'root--rate': 8.327868852459016, 'root--recommendation': 8.557377049180328, 'root--reservation': 8.59016393442623, 'root--search': 8.59016393442623, 'root--user': 8.0}",1711163159.9365306,1711163190.5268211
1711163190.527833,43969.0,10298.219,15650.0,2903.012,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 9.0, 'root--mongodb-recommendation': 9.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711163190.527833,1711163220.6086385
1711163220.6095893,40550.0,10527.022,16630.0,3125.97,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 9.0, 'root--mongodb-recommendation': 9.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711163220.6095893,1711163250.6805995
1711163250.68156,38314.0,11420.917,17420.0,3401.956,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 9.0, 'root--mongodb-recommendation': 9.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711163250.68156,1711163280.7760355
1711163280.7770221,38010.0,11524.182,17380.0,3319.931,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 9.0, 'root--mongodb-recommendation': 9.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711163280.7770221,1711163311.3470438
1711163311.3484356,41122.0,10725.496,16290.0,3161.184,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 8.081967213114755, 'root--jaeger': 9.0, 'root--memcached-profile': 8.80327868852459, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.80327868852459, 'root--mongodb-recommendation': 8.80327868852459, 'root--mongodb-reservation': 8.131147540983607, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.836065573770492, 'root--recommendation': 8.081967213114755, 'root--reservation': 8.081967213114755, 'root--search': 8.0, 'root--user': 8.0}",1711163311.3484356,1711163341.946629
1711163341.948056,38971.0,11368.191,17150.0,3355.825,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163341.948056,1711163372.0769918
1711163372.0783575,38223.0,11627.33,17400.0,3233.737,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163372.0783575,1711163402.1685226
1711163402.1695187,37322.0,11763.588,17400.0,3257.102,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163402.1695187,1711163432.7344685
1711163432.7358897,39270.0,11090.41,17040.0,3297.011,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163432.7358897,1711163462.8203707
1711163462.8214407,37080.0,11595.259,17860.0,3562.254,"{'root--consul': 9.0, 'root--frontend': 8.0, 'root--geo': 9.0, 'root--jaeger': 9.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163462.8214407,1711163492.8861284
1711163492.887165,62177.0,6672.683,9390.0,1404.915,"{'root--consul': 9.0, 'root--frontend': 8.766666666666667, 'root--geo': 8.133333333333333, 'root--jaeger': 9.0, 'root--memcached-profile': 8.8, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.133333333333333, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.133333333333333, 'root--mongodb-user': 8.8, 'root--profile': 8.133333333333333, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.766666666666667}",1711163492.887165,1711163522.9385543
1711163522.9400635,67552.0,4794.295,7980.0,1532.936,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 9.0}",1711163522.9400635,1711163553.5122144
1711163553.5136065,67903.0,4817.136,7950.0,1494.773,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 9.0}",1711163553.5136065,1711163584.0756528
1711163584.0770316,68010.0,4675.656,7780.0,1509.618,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 9.0}",1711163584.0770316,1711163614.139576
1711163614.1409342,68738.0,4526.538,7890.0,1452.96,"{'root--consul': 9.0, 'root--frontend': 9.0, 'root--geo': 8.0, 'root--jaeger': 9.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 8.0, 'root--rate': 8.0, 'root--recommendation': 9.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 9.0}",1711163614.1409342,1711163644.7114382
1711163644.7127676,49585.0,7663.541,15640.0,3509.484,"{'root--consul': 8.383333333333333, 'root--frontend': 8.383333333333333, 'root--geo': 8.0, 'root--jaeger': 8.383333333333333, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.533333333333333, 'root--mongodb-user': 9.0, 'root--profile': 8.466666666666667, 'root--rate': 8.5, 'root--recommendation': 9.0, 'root--reservation': 8.383333333333333, 'root--search': 8.5, 'root--user': 9.0}",1711163644.7127676,1711163674.788764
1711163674.789739,40743.0,10478.071,16660.0,3331.298,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 9.0, 'root--user': 9.0}",1711163674.789739,1711163705.3589323
1711163705.3599317,37842.0,11777.398,17650.0,3379.733,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 9.0, 'root--user': 9.0}",1711163705.3599317,1711163735.933438
1711163735.9348207,38872.0,11484.068,17170.0,3396.907,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 9.0, 'root--user': 9.0}",1711163735.9348207,1711163766.037048
1711163766.0384574,37019.0,11653.987,17780.0,3416.466,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 9.0, 'root--user': 9.0}",1711163766.0384574,1711163796.1220467
1711163796.1230888,43588.0,11749.419,16059.999999999998,2999.784,"{'root--consul': 8.0, 'root--frontend': 8.21311475409836, 'root--geo': 8.21311475409836, 'root--jaeger': 8.0, 'root--memcached-profile': 8.688524590163935, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 8.163934426229508, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.688524590163935, 'root--mongodb-user': 9.0, 'root--profile': 8.934426229508198, 'root--rate': 8.688524590163935, 'root--recommendation': 8.688524590163935, 'root--reservation': 8.21311475409836, 'root--search': 9.0, 'root--user': 9.0}",1711163796.1230888,1711163826.6789927
1711163826.6803818,67441.0,4784.181,7760.0,1510.986,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 9.0}",1711163826.6803818,1711163856.745949
1711163856.7474344,66969.0,4893.41,8029.999999999999,1523.862,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 9.0}",1711163856.7474344,1711163887.3050125
1711163887.3063612,67550.0,4805.585,8189.999999999999,1497.302,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 9.0}",1711163887.3063612,1711163917.8746629
1711163917.8759453,68514.0,4567.771,7370.0,1444.937,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.0, 'root--mongodb-profile': 8.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 9.0, 'root--profile': 9.0, 'root--rate': 8.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 9.0, 'root--user': 9.0}",1711163917.8759453,1711163948.4378047
1711163948.4391665,69125.0,4858.014,7760.0,1486.757,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 8.01639344262295, 'root--mongodb-profile': 8.01639344262295, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.918032786885245, 'root--profile': 8.918032786885245, 'root--rate': 8.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.918032786885245, 'root--user': 8.918032786885245}",1711163948.4391665,1711163979.0082238
1711163979.0095747,84498.0,1133.986,2880.0,666.398,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 8.98360655737705, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 8.98360655737705, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711163979.0095747,1711164009.5729718
1711164009.5743911,84235.0,1191.793,3560.0,720.489,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711164009.5743911,1711164039.6395566
1711164039.6409125,84463.0,1116.75,2920.0,603.89,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711164039.6409125,1711164070.1981843
1711164070.1996367,84787.0,1098.392,2980.0,675.71,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711164070.1996367,1711164100.7807677
1711164100.7820768,84117.0,1252.294,3170.0,650.199,"{'root--consul': 8.0, 'root--frontend': 9.0, 'root--geo': 9.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 8.0, 'root--reservation': 9.0, 'root--search': 8.0, 'root--user': 8.0}",1711164100.7820768,1711164131.3348472
1711164131.3362715,42833.0,9220.124,14410.0,3072.047,"{'root--consul': 8.0, 'root--frontend': 8.15, 'root--geo': 8.15, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 8.733333333333333, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 8.733333333333333, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 8.733333333333333, 'root--reservation': 8.183333333333334, 'root--search': 8.0, 'root--user': 8.0}",1711164131.3362715,1711164161.4044158
1711164161.4053926,40774.0,10723.546,16490.0,3122.37,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711164161.4053926,1711164191.477876
1711164191.4789243,39585.0,10719.233,16810.0,3411.795,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711164191.4789243,1711164222.0462923
1711164222.0477326,39588.0,10936.289,16910.0,3304.9,"{'root--consul': 8.0, 'root--frontend': 8.0, 'root--geo': 8.0, 'root--jaeger': 8.0, 'root--memcached-profile': 9.0, 'root--memcached-rate': 9.0, 'root--memcached-reserve': 9.0, 'root--mongodb-geo': 9.0, 'root--mongodb-profile': 9.0, 'root--mongodb-rate': 8.0, 'root--mongodb-recommendation': 8.0, 'root--mongodb-reservation': 9.0, 'root--mongodb-user': 8.0, 'root--profile': 8.0, 'root--rate': 9.0, 'root--recommendation': 9.0, 'root--reservation': 8.0, 'root--search': 8.0, 'root--user': 8.0}",1711164222.0477326,1711164252.1469622
